P20536	4OD8
P0CZ13	AF-P0CZ13-F1
P30274	1VIN
P23945	1XWD
P0DPD6	AF-P0DPD6-F1
Q9BTX7	AF-Q9BTX7-F1
P9WQN7	1R88
P08572	1LI1
Q9FFW5	AF-Q9FFW5-F1
Q9Y1J3	AF-Q9Y1J3-F1
O43283	AF-O43283-F1
P40223	1CD9
Q1RLY6	AF-Q1RLY6-F1
Q8WUY9	AF-Q8WUY9-F1
P64606	7CGE
Q94A65	AF-Q94A65-F1
P06200	AF-P06200-F1
Q6YAT4	AF-Q6YAT4-F1
O82567	AF-O82567-F1
Q8WXG1	AF-Q8WXG1-F1
Q12524	AF-Q12524-F1
Q63686	AF-Q63686-F1
Q9V7D2	AF-Q9V7D2-F1
Q8LMI4	AF-Q8LMI4-F1
Q9QY42	AF-Q9QY42-F1
P71021	2WUJ
B9I2J6	AF-B9I2J6-F1
Q9LK94	AF-Q9LK94-F1
P48423	AF-P48423-F1
O60882	2JSD
Q8LPL7	6IJM
Q09717	AF-Q09717-F1
P40531	AF-P40531-F1
Q3MHY7	AF-Q3MHY7-F1
Q9FFH5	AF-Q9FFH5-F1
P32896	AF-P32896-F1
Q06222	AF-Q06222-F1
Q9FMF5	AF-Q9FMF5-F1
Q06681	5YQI
P35672	2Y9K
Q2QL34	AF-Q2QL34-F1
Q8VBZ3	AF-Q8VBZ3-F1
Q9BW04	AF-Q9BW04-F1
Q9FZC7	AF-Q9FZC7-F1
P87146	AF-P87146-F1
Q9W2N0	AF-Q9W2N0-F1
P53905	3JCM
Q02874	1YD9
A0A1W2P872	AF-A0A1W2P872-F1
P16471	1BP3
Q1ZXD6	UnFound
Q84WP6	AF-Q84WP6-F1
P40462	AF-P40462-F1
Q9T0J9	AF-Q9T0J9-F1
P51671	1EOT
P9WPS3	AF-P9WPS3-F1
Q54TM7	AF-Q54TM7-F1
O00398	AF-O00398-F1
O49298	AF-O49298-F1
Q9CQN6	AF-Q9CQN6-F1
Q9LT75	AF-Q9LT75-F1
O60224	AF-O60224-F1
P35269	1F3U
P50199	AF-P50199-F1
Q9DAM2	7EEB
O34843	AF-O34843-F1
Q9SA52	AF-Q9SA52-F1
Q9CYA0	AF-Q9CYA0-F1
O48472	UnFound
O15263	1E4Q
Q63009	1OR8
Q9LR00	AF-Q9LR00-F1
Q6EN83	AF-Q6EN83-F1
Q9CZQ9	AF-Q9CZQ9-F1
Q8N144	AF-Q8N144-F1
O43028	AF-O43028-F1
Q9Y2G1	5YHU
Q9VCN1	AF-Q9VCN1-F1
Q12158	1W1W
Q9PT68	AF-Q9PT68-F1
P0AEG1	AF-P0AEG1-F1
P37956	AF-P37956-F1
P19836	1PEH
Q9M9P3	1Z90
Q9NX04	AF-Q9NX04-F1
Q50744	1F07
F1T152	AF-F1T152-F1
Q06265	2NN6
Q9VZZ4	AF-Q9VZZ4-F1
P19323	AF-P19323-F1
A3EWL3	AF-A3EWL3-F1
Q06259	3DD7
P04634	AF-P04634-F1
P63115	AF-P63115-F1
Q22949	AF-Q22949-F1
Q54PK9	AF-Q54PK9-F1
A0QTF8	AF-A0QTF8-F1
O75439	AF-O75439-F1
P17010	AF-P17010-F1
P14448	1EI3
P02778	1LV9
P26041	4YL8
P9WNG1	AF-P9WNG1-F1
Q9JK41	AF-Q9JK41-F1
Q3E792	3J6X
Q60710	6BRG
Q9Z0S2	AF-Q9Z0S2-F1
Q6PHB0	AF-Q6PHB0-F1
Q505J6	AF-Q505J6-F1
Q3UP87	AF-Q3UP87-F1
Q08223	AF-Q08223-F1
P51126	UnFound
Q9R1Q2	AF-Q9R1Q2-F1
P39802	AF-P39802-F1
Q53RT3	AF-Q53RT3-F1
P30349	AF-P30349-F1
P53779	1JNK
Q96S38	AF-Q96S38-F1
P43577	1I12
Q8H159	AF-Q8H159-F1
Q06524	AF-Q06524-F1
P0DV10	7MWY
Q14164	AF-Q14164-F1
Q9SA27	AF-Q9SA27-F1
Q7KV15	AF-Q7KV15-F1
Q8IVJ1	AF-Q8IVJ1-F1
Q2NL68	AF-Q2NL68-F1
Q91ZX1	AF-Q91ZX1-F1
P61857	AF-P61857-F1
Q39659	AF-Q39659-F1
Q9ZV65	AF-Q9ZV65-F1
Q6ZNC4	AF-Q6ZNC4-F1
P46157	AF-P46157-F1
P77454	1U60
Q13951	1CL3
Q0KI50	AF-Q0KI50-F1
P83297	AF-P83297-F1
P41939	AF-P41939-F1
P10905	AF-P10905-F1
Q24940	2O6X
O09008	2J0A
D4AB66	AF-D4AB66-F1
P9WNE9	AF-P9WNE9-F1
Q09488	AF-Q09488-F1
P92941	7XA9
Q38E83	AF-Q38E83-F1
Q9QZP2	AF-Q9QZP2-F1
Q9SN22	AF-Q9SN22-F1
Q17381	AF-Q17381-F1
P50118	AF-P50118-F1
A6NKB5	AF-A6NKB5-F1
P67930	AF-P67930-F1
P58154	1I9B
Q8VZ91	AF-Q8VZ91-F1
A1L0T0	AF-A1L0T0-F1
P08192	1W78
P0C405	AF-P0C405-F1
Q9MCI8	2XQH
Q6XUX1	AF-Q6XUX1-F1
Q68ED2	AF-Q68ED2-F1
O34680	AF-O34680-F1
Q0SFL5	AF-Q0SFL5-F1
Q8WV44	2EGM
Q9FLZ5	AF-Q9FLZ5-F1
Q52MB2	AF-Q52MB2-F1
P11536	AF-P11536-F1
P30635	AF-P30635-F1
Q9Z214	1DDV
O60443	AF-O60443-F1
P43562	AF-P43562-F1
Q9P2R6	2YQK
P83321	UnFound
O08398	1W5F
P36543	6WLZ
P45955	2WZ7
F4J2Z7	AF-F4J2Z7-F1
Q94AD1	AF-Q94AD1-F1
Q99J09	AF-Q99J09-F1
Q9DAK2	8I7O
Q9UQB8	1WDZ
Q9M0L0	AF-Q9M0L0-F1
P0A1D1	3CGI
D3YZU1	AF-D3YZU1-F1
O14522	2OOQ
Q42431	AF-Q42431-F1
B0BMZ6	AF-B0BMZ6-F1
O08917	AF-O08917-F1
Q24451	1HTY
Q99N27	AF-Q99N27-F1
O34814	AF-O34814-F1
P06767	AF-P06767-F1
Q9JJH1	AF-Q9JJH1-F1
Q86WU2	AF-Q86WU2-F1
Q12951	AF-Q12951-F1
Q8BSU2	AF-Q8BSU2-F1
Q9VQB7	AF-Q9VQB7-F1
A6X8Z9	AF-A6X8Z9-F1
O94627	AF-O94627-F1
Q96DE0	2XSQ
Q3UR70	AF-Q3UR70-F1
Q19829	AF-Q19829-F1
O74806	AF-O74806-F1
Q08298	AF-Q08298-F1
Q8NBJ9	7Y63
Q2QXZ2	AF-Q2QXZ2-F1
Q9LHJ9	AF-Q9LHJ9-F1
O74832	AF-O74832-F1
Q6FWL5	AF-Q6FWL5-F1
Q9JI58	AF-Q9JI58-F1
Q8K3W0	6GVW
Q8K4C0	AF-Q8K4C0-F1
P53082	5Y4B
Q0WN60	AF-Q0WN60-F1
Q9HCL3	AF-Q9HCL3-F1
P0ACS9	2QOP
P43312	3CEI
P25972	AF-P25972-F1
X1WEM4	AF-X1WEM4-F1
Q01069	AF-Q01069-F1
P39731	AF-P39731-F1
Q43309	AF-Q43309-F1
P37180	AF-P37180-F1
O53605	5M3I
Q8F4I0	2PL5
Q15628	1F2H
Q9ZNU6	AF-Q9ZNU6-F1
Q01560	2JD5
P0AA10	1ML5
D4GYH4	AF-D4GYH4-F1
Q9Y3X0	AF-Q9Y3X0-F1
Q09555	AF-Q09555-F1
Q09596	1ZL9
A0A1D8PN14	AF-A0A1D8PN14-F1
P98174	AF-P98174-F1
D4ABW7	AF-D4ABW7-F1
P07278	3OF1
E7FEC4	AF-E7FEC4-F1
A0QYB5	4RSM
P53756	AF-P53756-F1
Q96QA6	AF-Q96QA6-F1
Q9UJQ1	AF-Q9UJQ1-F1
O94546	AF-O94546-F1
P38218	6LFQ
P53199	AF-P53199-F1
P01579	1EKU
P9WMW5	AF-P9WMW5-F1
G5E870	AF-G5E870-F1
Q5I0H5	AF-Q5I0H5-F1
P0DO16	AF-P0DO16-F1
Q920Q8	AF-Q920Q8-F1
P89522	3U3I
P16000	AF-P16000-F1
Q9D513	AF-Q9D513-F1
Q8N5W9	AF-Q8N5W9-F1
Q08ET2	AF-Q08ET2-F1
Q9VSY4	AF-Q9VSY4-F1
P37639	3MKL
P0DTU3	AF-P0DTU3-F1
Q9PFB1	3PQJ
P36929	1SQF
P43136	AF-P43136-F1
P83189	2NCX
P0A7N9	2J28
Q00799	UnFound
P08543	UnFound
P60898	AF-P60898-F1
P38145	AF-P38145-F1
Q9FJF5	AF-Q9FJF5-F1
Q9SJA8	AF-Q9SJA8-F1
Q9W266	AF-Q9W266-F1
A8IRK7	AF-A8IRK7-F1
P63007	AF-P63007-F1
Q09152	AF-Q09152-F1
Q1WIM2	AF-Q1WIM2-F1
Q9BW30	2JRF
P0ABW3	AF-P0ABW3-F1
B3TP03	AF-B3TP03-F1
P51692	6MBW
Q9VCP0	AF-Q9VCP0-F1
Q9C713	AF-Q9C713-F1
P40425	AF-P40425-F1
Q9U6A9	AF-Q9U6A9-F1
Q4VAE3	AF-Q4VAE3-F1
P61923	2HF6
Q9BKZ9	AF-Q9BKZ9-F1
P28334	AF-P28334-F1
Q09832	AF-Q09832-F1
P79401	AF-P79401-F1
O43026	AF-O43026-F1
Q8LPG9	AF-Q8LPG9-F1
Q9QWM1	AF-Q9QWM1-F1
Q7XJU1	AF-Q7XJU1-F1
Q86U38	AF-Q86U38-F1
Q96BD6	2JK9
P0A8G9	AF-P0A8G9-F1
Q9Y7Z2	AF-Q9Y7Z2-F1
P32856	AF-P32856-F1
Q00245	AF-Q00245-F1
P17306	AF-P17306-F1
P29250	AF-P29250-F1
W7MAT5	AF-W7MAT5-F1
P43244	AF-P43244-F1
Q9LJP0	AF-Q9LJP0-F1
P0C0N0	AF-P0C0N0-F1
Q62645	3OEK
Q9UK32	6G76
O08775	AF-O08775-F1
P0AF18	1YMY
Q62288	AF-Q62288-F1
P20826	2O26
R9QMW7	AF-R9QMW7-F1
Q805H4	UnFound
Q9W0S7	2WAC
P86453	AF-P86453-F1
Q5AZ42	AF-Q5AZ42-F1
Q9EQU3	3WPF
P82242	4Z8W
P57729	6HDU
P45202	1DBU
A0A0K8RJ67	AF-A0A0K8RJ67-F1
Q9UAY4	AF-Q9UAY4-F1
P37383	AF-P37383-F1
O95379	AF-O95379-F1
P0C372	AF-P0C372-F1
Q9FPT1	AF-Q9FPT1-F1
Q5VST9	1V1C
Q9Y620	AF-Q9Y620-F1
P51841	AF-P51841-F1
P51398	3J9M
Q61152	AF-Q61152-F1
Q8IZF6	7WUJ
Q46877	2MS3
Q9C8E6	AF-Q9C8E6-F1
P80315	AF-P80315-F1
Q9V3S0	AF-Q9V3S0-F1
P21454	2GWL
Q63481	AF-Q63481-F1
Q9S9Z0	AF-Q9S9Z0-F1
Q00402	UnFound
P30902	6B2Z
Q93YU6	AF-Q93YU6-F1
Q9JHK5	1UHW
Q9XWU2	AF-Q9XWU2-F1
Q8CBC6	AF-Q8CBC6-F1
Q9CYR0	AF-Q9CYR0-F1
O01840	AF-O01840-F1
P25846	AF-P25846-F1
P0C7B4	AF-P0C7B4-F1
Q9FNP4	AF-Q9FNP4-F1
P77399	6YSV
Q9SR96	AF-Q9SR96-F1
O17917	AF-O17917-F1
Q3B8Q2	AF-Q3B8Q2-F1
Q54SH8	AF-Q54SH8-F1
Q84TQ7	AF-Q84TQ7-F1
Q12358	AF-Q12358-F1
P38174	AF-P38174-F1
O14199	AF-O14199-F1
P35290	AF-P35290-F1
P49747	3FBY
P02639	2JPT
Q9FH57	AF-Q9FH57-F1
Q8BLF1	AF-Q8BLF1-F1
Q96SN8	6X0V
P54759	AF-P54759-F1
F4JL89	AF-F4JL89-F1
Q8MLZ7	AF-Q8MLZ7-F1
P26992	1UC6
Q96A73	AF-Q96A73-F1
Q2QM77	AF-Q2QM77-F1
O95202	AF-O95202-F1
Q9VZI2	AF-Q9VZI2-F1
O54833	AF-O54833-F1
Q9UPM9	AF-Q9UPM9-F1
P11884	1OM2
O43083	AF-O43083-F1
Q60967	AF-Q60967-F1
Q8GWE0	AF-Q8GWE0-F1
O49687	AF-O49687-F1
Q03456	1MZB
P01730	1CDH
Q9UT24	AF-Q9UT24-F1
A1T557	4XU4
O15547	AF-O15547-F1
P10827	1NAV
Q86L14	AF-Q86L14-F1
Q8BGF7	AF-Q8BGF7-F1
O14026	AF-O14026-F1
Q9H0C8	AF-Q9H0C8-F1
Q08215	5VXV
Q9I739	4ZV0
Q5Y5T5	AF-Q5Y5T5-F1
P76500	AF-P76500-F1
P14105	AF-P14105-F1
P31134	AF-P31134-F1
P28069	5WC9
C0LGD8	AF-C0LGD8-F1
P10388	AF-P10388-F1
P21657	AF-P21657-F1
B5DFG1	AF-B5DFG1-F1
Q02485	AF-Q02485-F1
Q6VAF8	AF-Q6VAF8-F1
Q9W334	4V6W
Q8BUJ9	AF-Q8BUJ9-F1
Q14114	3A7Q
P0AE24	AF-P0AE24-F1
P39985	AF-P39985-F1
Q9SAJ6	AF-Q9SAJ6-F1
Q09073	AF-Q09073-F1
O93343	AF-O93343-F1
O88452	AF-O88452-F1
Q8N2R8	AF-Q8N2R8-F1
Q23579	AF-Q23579-F1
O23365	AF-O23365-F1
P16112	4MD4
Q9FZ96	AF-Q9FZ96-F1
P49641	AF-P49641-F1
Q9Y6R9	6HXT
P41800	AF-P41800-F1
O14343	AF-O14343-F1
Q91ZW1	AF-Q91ZW1-F1
P31979	7AWT
Q12272	7YW4
Q9FLU9	AF-Q9FLU9-F1
Q9CQ46	AF-Q9CQ46-F1
Q9CV60	AF-Q9CV60-F1
P09655	AF-P09655-F1
Q62720	AF-Q62720-F1
P09056	1A7M
Q9ULW2	7X8Q
Q9V429	1XW9
Q8IZY5	AF-Q8IZY5-F1
P61353	4UG0
Q9Z118	AF-Q9Z118-F1
Q8VZ02	AF-Q8VZ02-F1
O45489	AF-O45489-F1
O34753	AF-O34753-F1
Q92947	1SIQ
P54113	AF-P54113-F1
O64761	AF-O64761-F1
Q0MW30	AF-Q0MW30-F1
O95169	5XTC
P00960	7EIV
P42073	AF-P42073-F1
P04819	2OD8
P30634	AF-P30634-F1
Q5FVH8	AF-Q5FVH8-F1
Q52MZ2	AF-Q52MZ2-F1
Q13609	7KIU
Q92339	AF-Q92339-F1
Q5THJ4	UnFound
Q5VW32	3R9M
P17858	7LW1
Q9LVT4	AF-Q9LVT4-F1
O75077	AF-O75077-F1
P25233	AF-P25233-F1
A0A1S3X835	AF-A0A1S3X835-F1
P19437	AF-P19437-F1
Q1ENB6	7MPY
O14330	AF-O14330-F1
Q8LGA1	AF-Q8LGA1-F1
P57748	AF-P57748-F1
Q2M3T9	AF-Q2M3T9-F1
A0A193H2X2	AF-A0A193H2X2-F1
P07910	1TXP
Q91ZW3	AF-Q91ZW3-F1
P08729	4XIF
B3LFA3	AF-B3LFA3-F1
Q923M1	AF-Q923M1-F1
O75380	5XTB
P13541	AF-P13541-F1
Q4U0S5	AF-Q4U0S5-F1
Q9NRS4	AF-Q9NRS4-F1
P22214	AF-P22214-F1
P9WFF7	2VG2
Q87TN7	3PJZ
Q9ERZ3	AF-Q9ERZ3-F1
Q61457	AF-Q61457-F1
O88813	AF-O88813-F1
Q10QA2	AF-Q10QA2-F1
Q9XF04	AF-Q9XF04-F1
Q72CB8	AF-Q72CB8-F1
Q24049	AF-Q24049-F1
P41234	AF-P41234-F1
P26583	AF-P26583-F1
Q12772	1UKL
D7PI19	AF-D7PI19-F1
O14793	5F3B
Q2M2T2	7RRO
Q46916	AF-Q46916-F1
Q9SM02	AF-Q9SM02-F1
P0ABF8	AF-P0ABF8-F1
Q8WXA8	AF-Q8WXA8-F1
O13601	AF-O13601-F1
P32242	AF-P32242-F1
Q9A3J1	AF-Q9A3J1-F1
P69922	1FUI
Q9FEN9	AF-Q9FEN9-F1
P79114	2N9B
Q9Z0R7	AF-Q9Z0R7-F1
A7UDM9	AF-A7UDM9-F1
Q8BGQ2	AF-Q8BGQ2-F1
Q19076	AF-Q19076-F1
Q05DH4	AF-Q05DH4-F1
Q980K0	2PA8
Q6UWK7	AF-Q6UWK7-F1
Q9BQ13	AF-Q9BQ13-F1
P85171	AF-P85171-F1
P36212	AF-P36212-F1
P97524	AF-P97524-F1
Q9M2K0	AF-Q9M2K0-F1
P46938	3JUA
O74756	AF-O74756-F1
P12729	AF-P12729-F1
Q08495	1QZP
Q9NWT6	1H2K
Q9Y7L8	AF-Q9Y7L8-F1
P51642	AF-P51642-F1
Q12802	2DRN
P86913	AF-P86913-F1
Q55C77	AF-Q55C77-F1
Q9FR95	AF-Q9FR95-F1
Q06089	AF-Q06089-F1
P79016	AF-P79016-F1
P31408	6XBW
P34117	AF-P34117-F1
P01304	1F8P
Q6P582	6X0V
Q97PM1	AF-Q97PM1-F1
Q9USJ3	AF-Q9USJ3-F1
O14249	AF-O14249-F1
Q09673	AF-Q09673-F1
Q8C0L6	5LAE
P07267	1DP5
O14672	6BDZ
P08551	AF-P08551-F1
Q94C12	7AQW
P0AB18	AF-P0AB18-F1
Q9P2K1	AF-Q9P2K1-F1
P05154	1LQ8
A0A0H3MD02	AF-A0A0H3MD02-F1
Q54LC1	AF-Q54LC1-F1
Q6PF05	AF-Q6PF05-F1
Q5ASN8	AF-Q5ASN8-F1
P9WNI9	3H6P
A0A0B5A051	AF-A0A0B5A051-F1
P08165	1CJC
Q7Z478	AF-Q7Z478-F1
P37040	AF-P37040-F1
Q09646	AF-Q09646-F1
O43513	7EMF
Q7T346	AF-Q7T346-F1
Q9Z2B1	AF-Q9Z2B1-F1
G7IBJ4	AF-G7IBJ4-F1
P07492	2N0B
Q6ZPV2	AF-Q6ZPV2-F1
Q99712	AF-Q99712-F1
P39832	AF-P39832-F1
A0R5Z0	AF-A0R5Z0-F1
P25100	AF-P25100-F1
Q8IRU4	AF-Q8IRU4-F1
Q9FVE0	AF-Q9FVE0-F1
P0DO18	AF-P0DO18-F1
Q3V1H9	5ZRZ
P40617	AF-P40617-F1
Q9H814	2XC7
P0AEH1	2ZPL
Q8WW22	AF-Q8WW22-F1
Q93YB2	3IWJ
P11909	UnFound
Q8BI79	AF-Q8BI79-F1
P76237	AF-P76237-F1
Q8R537	AF-Q8R537-F1
O43657	AF-O43657-F1
P52489	AF-P52489-F1
P38132	3JA8
O74948	AF-O74948-F1
P26263	AF-P26263-F1
Q9SA18	AF-Q9SA18-F1
Q6PID8	AF-Q6PID8-F1
Q8I6V3	5YIA
C1P603	AF-C1P603-F1
Q9BVI0	2LDM
P20929	1ARK
Q24322	6QP9
P87308	AF-P87308-F1
C0HJC3	AF-C0HJC3-F1
P45468	AF-P45468-F1
P31315	AF-P31315-F1
A1ZAB5	AF-A1ZAB5-F1
P86454	UnFound
Q39084	AF-Q39084-F1
Q5Z8L1	AF-Q5Z8L1-F1
Q38841	AF-Q38841-F1
Q96CW9	3TBD
P15007	5WRO
Q9D1R1	AF-Q9D1R1-F1
Q90763	AF-Q90763-F1
P26435	7VAF
Q8S8Y9	AF-Q8S8Y9-F1
P0AE26	AF-P0AE26-F1
Q8WV19	AF-Q8WV19-F1
O13804	AF-O13804-F1
P15018	1EMR
Q9DC71	7PNT
P58502	2E1P
E1BYJ2	AF-E1BYJ2-F1
P70255	AF-P70255-F1
P78356	1BO1
Q6KCA4	6CJZ
A0A0U8UFF4	6D6V
E7EW31	AF-E7EW31-F1
Q5AGW8	AF-Q5AGW8-F1
O09174	AF-O09174-F1
Q9ZP54	1V9X
P08082	AF-P08082-F1
P0AC98	5ZUG
Q8N4V1	6WW7
Q42524	3TSY
Q62381	AF-Q62381-F1
Q66KV4	AF-Q66KV4-F1
P56763	AF-P56763-F1
P13009	1BMT
Q8S4P9	6L4C
F4JY37	AF-F4JY37-F1
G0Y7D3	AF-G0Y7D3-F1
Q8NET6	AF-Q8NET6-F1
P0C493	AF-P0C493-F1
Q9US11	AF-Q9US11-F1
P32381	AF-P32381-F1
Q8CG47	3L51
C0LGW2	AF-C0LGW2-F1
P69937	AF-P69937-F1
Q9VGP2	AF-Q9VGP2-F1
O24379	AF-O24379-F1
Q9LEU7	AF-Q9LEU7-F1
A0A384JQF5	AF-A0A384JQF5-F1
Q762I5	AF-Q762I5-F1
Q5PPL2	AF-Q5PPL2-F1
P45843	AF-P45843-F1
Q0E0W7	AF-Q0E0W7-F1
Q9ZQ18	AF-Q9ZQ18-F1
P0ABG7	AF-P0ABG7-F1
P0AB71	1B57
O42881	AF-O42881-F1
Q9FK04	AF-Q9FK04-F1
Q9ZB73	AF-Q9ZB73-F1
O74954	AF-O74954-F1
P47226	AF-P47226-F1
P83267	AF-P83267-F1
P86300	UnFound
Q0QLF1	3HRD
Q5SSG4	AF-Q5SSG4-F1
Q06321	5GL5
P0A7H0	AF-P0A7H0-F1
Q9SW09	AF-Q9SW09-F1
Q9VQZ6	AF-Q9VQZ6-F1
P00995	1CGI
P0C357	AF-P0C357-F1
Q9UU99	AF-Q9UU99-F1
Q9SJM7	AF-Q9SJM7-F1
P83758	AF-P83758-F1
P13471	6MTD
Q8K3K1	UnFound
P41593	AF-P41593-F1
P18248	AF-P18248-F1
P58028	AF-P58028-F1
Q6UXL0	4DOH
Q7Z7J5	AF-Q7Z7J5-F1
Q9JIP7	5A9D
Q08747	7Z0O
Q9VPF0	AF-Q9VPF0-F1
P83371	AF-P83371-F1
P9WNS5	1MQ7
P01037	AF-P01037-F1
Q9VSS1	AF-Q9VSS1-F1
Q9LDJ9	AF-Q9LDJ9-F1
O04608	AF-O04608-F1
Q6UXD7	AF-Q6UXD7-F1
Q9LYU3	AF-Q9LYU3-F1
Q8K0J2	AF-Q8K0J2-F1
Q9Z1K8	AF-Q9Z1K8-F1
S4TF94	AF-S4TF94-F1
P17597	1YBH
Q1L8G7	AF-Q1L8G7-F1
Q13474	AF-Q13474-F1
A1L2F3	AF-A1L2F3-F1
Q18406	AF-Q18406-F1
Q9H467	AF-Q9H467-F1
A2A2V5	AF-A2A2V5-F1
Q6PGF3	6W1S
P50457	7JH3
Q9FVC1	7XGS
Q26366	6Y20
O22912	AF-O22912-F1
Q06032	AF-Q06032-F1
P24193	2I6R
P21258	AF-P21258-F1
P47163	AF-P47163-F1
Q12373	4NQ0
Q6P4S8	AF-Q6P4S8-F1
Q04724	1GXR
P10755	AF-P10755-F1
A9S9Q8	AF-A9S9Q8-F1
Q80W99	7EEB
P38041	AF-P38041-F1
Q04925	AF-Q04925-F1
Q9HDU7	AF-Q9HDU7-F1
P39384	AF-P39384-F1
A0A075TMP0	AF-A0A075TMP0-F1
P39023	4UG0
P15019	AF-P15019-F1
P20333	1CA9
Q9HGP1	AF-Q9HGP1-F1
Q92508	AF-Q92508-F1
Q09905	AF-Q09905-F1
O14021	8I02
P07213	2GW1
P17505	1HR9
Q9H1R3	2LV6
O43090	AF-O43090-F1
P86567	UnFound
Q24207	AF-Q24207-F1
Q8IZ08	AF-Q8IZ08-F1
P53727	AF-P53727-F1
Q80UP3	AF-Q80UP3-F1
P15682	3ZDP
P23193	1TFI
P0A7U7	2YKR
P49884	AF-P49884-F1
Q9JMA2	6H62
Q9Y5A6	AF-Q9Y5A6-F1
Q9FL96	AF-Q9FL96-F1
Q8Y9T5	2XL4
P58421	AF-P58421-F1
P9WF19	3DBO
Q9JM80	2RSY
Q8W491	AF-Q8W491-F1
P0DJI4	5TP1
P43621	5FJW
Q2YIQ1	AF-Q2YIQ1-F1
Q9BPZ7	3VOQ
Q59054	2DU7
P0CU08	AF-P0CU08-F1
P50116	AF-P50116-F1
Q08E93	AF-Q08E93-F1
O04616	AF-O04616-F1
P00448	1D5N
A2AR95	7N1H
P39503	UnFound
Q5ANP2	AF-Q5ANP2-F1
Q9VRA2	AF-Q9VRA2-F1
P64423	5N9Y
P61016	AF-P61016-F1
Q8TCX1	6RLB
P35555	1APJ
A7LXT3	6DHT
P47008	6W32
P11279	8ATH
Q9SRE4	AF-Q9SRE4-F1
Q2VPU4	AF-Q2VPU4-F1
O22176	AF-O22176-F1
Q8K3T4	AF-Q8K3T4-F1
Q6P2H8	AF-Q6P2H8-F1
Q9R001	AF-Q9R001-F1
Q62667	2QZV
P13073	5Z62
P0DOA0	AF-P0DOA0-F1
Q0VBL6	7V7L
P33595	AF-P33595-F1
Q02457	AF-Q02457-F1
Q8N5M1	AF-Q8N5M1-F1
P36553	AF-P36553-F1
A0A178VEK7	AF-A0A178VEK7-F1
P35718	2CKZ
Q67Z93	AF-Q67Z93-F1
Q95NM6	3S5B
Q6NXW6	AF-Q6NXW6-F1
Q9CZ42	AF-Q9CZ42-F1
O44424	AF-O44424-F1
Q8NB91	7KZP
Q8VZM7	AF-Q8VZM7-F1
Q9NUI1	4FC6
Q9SY91	AF-Q9SY91-F1
P0AAB6	AF-P0AAB6-F1
P9WFN9	AF-P9WFN9-F1
P05783	AF-P05783-F1
P07483	AF-P07483-F1
Q9FZG4	AF-Q9FZG4-F1
Q4PLW0	AF-Q4PLW0-F1
Q7ZVC2	AF-Q7ZVC2-F1
Q9Y5Y3	AF-Q9Y5Y3-F1
Q6FRV6	AF-Q6FRV6-F1
Q09068	AF-Q09068-F1
P62269	4UG0
Q5VTE0	AF-Q5VTE0-F1
P49889	AF-P49889-F1
P84109	AF-P84109-F1
P86781	UnFound
Q08387	1Z56
Q9NR90	AF-Q9NR90-F1
P05122	1QH4
Q9NYQ7	UnFound
P13423	1ACC
Q942X4	AF-Q942X4-F1
Q99LW6	AF-Q99LW6-F1
Q5R372	3HZJ
P15644	AF-P15644-F1
Q96EK2	AF-Q96EK2-F1
Q8NDZ2	7T5P
Q9NWW7	AF-Q9NWW7-F1
Q59TB2	AF-Q59TB2-F1
Q8BUL6	AF-Q8BUL6-F1
Q5AUX2	5UBJ
C0HK08	AF-C0HK08-F1
P60192	AF-P60192-F1
P62917	4CCM
Q556Z0	AF-Q556Z0-F1
Q9UN19	1FAO
Q8CAV0	AF-Q8CAV0-F1
A5V6Z0	AF-A5V6Z0-F1
P41354	AF-P41354-F1
P22454	AF-P22454-F1
Q96QK8	AF-Q96QK8-F1
P53246	AF-P53246-F1
Q9CYN9	AF-Q9CYN9-F1
O04421	AF-O04421-F1
Q84J71	AF-Q84J71-F1
P12336	AF-P12336-F1
O61235	AF-O61235-F1
P35537	AF-P35537-F1
O96870	2JMH
P0CG08	AF-P0CG08-F1
Q6PE87	AF-Q6PE87-F1
Q9URX6	8ESQ
Q9P2R7	6G4Q
Q9P7A0	AF-Q9P7A0-F1
Q9UIJ7	1ZD8
Q3ZE13	AF-Q3ZE13-F1
P67127	AF-P67127-F1
Q9D2R6	AF-Q9D2R6-F1
Q9XVV3	AF-Q9XVV3-F1
Q9ES14	AF-Q9ES14-F1
P63158	5ZDZ
P03558	UnFound
Q5T0N5	AF-Q5T0N5-F1
Q9ZNV9	4EUK
Q8WXC3	2HM2
P10275	1E3G
P14488	6DJA
Q3E6R4	AF-Q3E6R4-F1
O42849	AF-O42849-F1
O15034	1WIE
P75855	AF-P75855-F1
Q6TDU8	AF-Q6TDU8-F1
Q9NUB1	3GLR
O59726	AF-O59726-F1
P49448	6G2U
Q96DA0	3AQG
Q9HVD1	2ERV
P40052	AF-P40052-F1
P76578	4RTD
P36526	3J6B
Q55BM4	AF-Q55BM4-F1
Q24535	AF-Q24535-F1
Q9FKN7	AF-Q9FKN7-F1
Q9LX27	AF-Q9LX27-F1
Q8K4Y7	AF-Q8K4Y7-F1
Q7Y223	AF-Q7Y223-F1
O65469	AF-O65469-F1
Q9LRS2	AF-Q9LRS2-F1
Q9QXS6	AF-Q9QXS6-F1
M1C5M7	AF-M1C5M7-F1
P34138	AF-P34138-F1
Q86SU0	AF-Q86SU0-F1
P32588	2LA4
Q99K74	6W1S
